Coord	                 ProbeID	Chrom	Start       	End	       miRNA	  Num_Cancers	Cancers	                                                                            Concordance
chr14_100868946_100868947	cg11346901	chr14	100868946	100868947	hsa-mir-127;hsa-mir-337;hsa-mir-431;hsa-mir-433;hsa-mir-493;hsa-mir-665	11	TCGA-BLCA;TCGA-BRCA;TCGA-COAD;TCGA-ESCA;TCGA-HNSC;TCGA-LIHC;TCGA-LUAD;TCGA-LUSC;TCGA-PRAD;TCGA-READ;TCGA-UCEC	All_Hypomethylated
chr15_37097384_37097385	cg11362604	chr15	37097384	37097385	hsa-mir-8063	10	TCGA-BLCA;TCGA-BRCA;TCGA-COAD;TCGA-HNSC;TCGA-KIRP;TCGA-LUAD;TCGA-LUSC;TCGA-PRAD;TCGA-READ;TCGA-UCEC	All_Hypermethylated
chr7_128207550_128207551	cg11364290	chr7	128207550	128207551	hsa-mir-129-1	9	TCGA-BLCA;TCGA-BRCA;TCGA-COAD;TCGA-KIRC;TCGA-LIHC;TCGA-LUAD;TCGA-PAAD;TCGA-READ;TCGA-UCEC	All_Hypomethylated
chr11_43577211_43577212	cg11408986	chr11	43577211	43577212	hsa-mir-129-2	2	TCGA-BRCA;TCGA-COAD	All_Hypermethylated
chr4_37245205_37245206	cg11416384	chr4	37245205	37245206	hsa-mir-4801	10	TCGA-BLCA;TCGA-BRCA;TCGA-CHOL;TCGA-COAD;TCGA-ESCA;TCGA-HNSC;TCGA-LUAD;TCGA-LUSC;TCGA-PAAD;TCGA-UCEC	All_Hypermethylated
chr17_77285958_77285959	cg11468193	chr17	77285958	77285959	hsa-mir-4316	11	TCGA-BLCA;TCGA-BRCA;TCGA-ESCA;TCGA-HNSC;TCGA-KIRC;TCGA-KIRP;TCGA-LUAD;TCGA-LUSC;TCGA-PAAD;TCGA-READ;TCGA-UCEC	All_Hypomethylated
chr7_157576231_157576232	cg11517132	chr7	157576231	157576232	hsa-mir-153-2	3	TCGA-BLCA;TCGA-BRCA;TCGA-LIHC	All_Hypomethylated
chr19_51225123_51225124	cg11581627	chr19	51225123	51225124	hsa-mir-8074	7	TCGA-BLCA;TCGA-BRCA;TCGA-COAD;TCGA-ESCA;TCGA-HNSC;TCGA-LIHC;TCGA-UCEC	All_Hypomethylated
chr8_64379764_64379765	cg11626236	chr8	64379764	64379765	hsa-mir-124-2	7	TCGA-BRCA;TCGA-ESCA;TCGA-HNSC;TCGA-LUAD;TCGA-LUSC;TCGA-PAAD;TCGA-UCEC	All_Hypermethylated
chr7_158556204_158556205	cg11628355	chr7	158556204	158556205	hsa-mir-595	7	TCGA-BLCA;TCGA-BRCA;TCGA-ESCA;TCGA-HNSC;TCGA-LIHC;TCGA-LUSC;TCGA-UCEC	All_Hypomethylated
chr11_43580870_43580871	cg11638181	chr11	43580870	43580871	hsa-mir-129-2	7	TCGA-BLCA;TCGA-BRCA;TCGA-COAD;TCGA-HNSC;TCGA-LUAD;TCGA-PAAD;TCGA-PRAD	All_Hypermethylated
chr5_149430614_149430615	cg11671363	chr5	149430614	149430615	hsa-mir-143;hsa-mir-145	6	TCGA-BLCA;TCGA-BRCA;TCGA-KIRP;TCGA-LUAD;TCGA-LUSC;TCGA-UCEC	All_Hypermethylated
chr1_3240946_3240947	cg11672390	chr1	3240946	3240947	hsa-mir-4251	5	TCGA-BRCA;TCGA-CHOL;TCGA-HNSC;TCGA-LUAD;TCGA-LUSC	All_Hypermethylated
chr17_2735214_2735215	cg11680604	chr17	2735214	2735215	hsa-mir-1253	8	TCGA-BLCA;TCGA-BRCA;TCGA-COAD;TCGA-HNSC;TCGA-LIHC;TCGA-LUSC;TCGA-READ;TCGA-UCEC	All_Hypomethylated
chr19_52194305_52194306	cg11681192	chr19	52194305	52194306	hsa-mir-6801	3	TCGA-BRCA;TCGA-KIRP;TCGA-UCEC	All_Hypermethylated
chr1_3125521_3125522	cg11684115	chr1	3125521	3125522	hsa-mir-4251	5	TCGA-BLCA;TCGA-BRCA;TCGA-LIHC;TCGA-LUSC;TCGA-UCEC	All_Hypomethylated
chr1_3341801_3341802	cg11709254	chr1	3341801	3341802	hsa-mir-4251	6	TCGA-BLCA;TCGA-BRCA;TCGA-ESCA;TCGA-LIHC;TCGA-LUSC;TCGA-UCEC	All_Hypomethylated
chr1_3225428_3225429	cg11710123	chr1	3225428	3225429	hsa-mir-4251	5	TCGA-BRCA;TCGA-LIHC;TCGA-LUSC;TCGA-PRAD;TCGA-UCEC	All_Hypomethylated
chr5_88672027_88672028	cg11712990	chr5	88672027	88672028	hsa-mir-9-2	11	TCGA-BLCA;TCGA-BRCA;TCGA-CHOL;TCGA-ESCA;TCGA-HNSC;TCGA-KIRP;TCGA-LUAD;TCGA-LUSC;TCGA-PAAD;TCGA-PRAD;TCGA-READ	All_Hypermethylated
chr1_44645763_44645764	cg11744075	chr1	44645763	44645764	hsa-mir-5584	3	TCGA-BRCA;TCGA-CHOL;TCGA-KIRP	All_Hypermethylated
chr8_64376670_64376671	cg11750592	chr8	64376670	64376671	hsa-mir-124-2	12	TCGA-BLCA;TCGA-BRCA;TCGA-COAD;TCGA-ESCA;TCGA-HNSC;TCGA-KIRC;TCGA-LUAD;TCGA-LUSC;TCGA-PAAD;TCGA-PRAD;TCGA-READ;TCGA-UCEC	All_Hypermethylated
chr7_136928971_136928972	cg11773243	chr7	136928971	136928972	hsa-mir-490	8	TCGA-BLCA;TCGA-BRCA;TCGA-COAD;TCGA-ESCA;TCGA-HNSC;TCGA-LIHC;TCGA-LUAD;TCGA-READ	All_Hypomethylated
chr7_136921547_136921548	cg11788586	chr7	136921547	136921548	hsa-mir-490	9	TCGA-BLCA;TCGA-BRCA;TCGA-COAD;TCGA-ESCA;TCGA-HNSC;TCGA-LIHC;TCGA-LUAD;TCGA-LUSC;TCGA-UCEC	All_Hypomethylated
chr20_62554268_62554269	cg11797130	chr20	62554268	62554269	hsa-mir-1-1;hsa-mir-133a-2	11	TCGA-BLCA;TCGA-BRCA;TCGA-CHOL;TCGA-COAD;TCGA-ESCA;TCGA-HNSC;TCGA-LIHC;TCGA-LUSC;TCGA-PRAD;TCGA-READ;TCGA-UCEC	All_Hypomethylated
chr8_29875198_29875199	cg11820154	chr8	29875198	29875199	hsa-mir-3148	7	TCGA-BLCA;TCGA-BRCA;TCGA-CHOL;TCGA-KIRC;TCGA-KIRP;TCGA-PRAD;TCGA-UCEC	All_Hypermethylated
chr1_3084438_3084439	cg11837181	chr1	3084438	3084439	hsa-mir-4251	11	TCGA-BLCA;TCGA-BRCA;TCGA-COAD;TCGA-ESCA;TCGA-KIRC;TCGA-KIRP;TCGA-LIHC;TCGA-LUSC;TCGA-PRAD;TCGA-READ;TCGA-UCEC	All_Hypomethylated
chr4_37244085_37244086	cg11856542	chr4	37244085	37244086	hsa-mir-4801	10	TCGA-BLCA;TCGA-BRCA;TCGA-CHOL;TCGA-COAD;TCGA-ESCA;TCGA-HNSC;TCGA-LUAD;TCGA-LUSC;TCGA-PAAD;TCGA-UCEC	All_Hypermethylated
chr11_79437326_79437327	cg11862642	chr11	79437326	79437327	hsa-mir-5579;hsa-mir-708	2	TCGA-BRCA;TCGA-COAD	All_Hypermethylated
chr14_101023444_101023445	cg11869773	chr14	101023444	101023445	hsa-mir-1197;hsa-mir-299;hsa-mir-323a;hsa-mir-329-1;hsa-mir-329-2;hsa-mir-379;hsa-mir-380;hsa-mir-411;hsa-mir-758	10	TCGA-BLCA;TCGA-BRCA;TCGA-ESCA;TCGA-HNSC;TCGA-LIHC;TCGA-LUAD;TCGA-LUSC;TCGA-PRAD;TCGA-READ;TCGA-UCEC	All_Hypomethylated
chr14_100874994_100874995	cg11887124	chr14	100874994	100874995	hsa-mir-127;hsa-mir-337;hsa-mir-431;hsa-mir-433;hsa-mir-493;hsa-mir-665	11	TCGA-BLCA;TCGA-BRCA;TCGA-COAD;TCGA-ESCA;TCGA-HNSC;TCGA-LIHC;TCGA-LUAD;TCGA-LUSC;TCGA-PRAD;TCGA-READ;TCGA-UCEC	All_Hypomethylated
chr1_3331031_3331032	cg11946666	chr1	3331031	3331032	hsa-mir-4251	4	TCGA-BLCA;TCGA-BRCA;TCGA-HNSC;TCGA-UCEC	All_Hypomethylated
chr11_79438816_79438817	cg11968091	chr11	79438816	79438817	hsa-mir-5579;hsa-mir-708	4	TCGA-BRCA;TCGA-KIRP;TCGA-READ;TCGA-UCEC	All_Hypermethylated
chr6_1379560_1379561	cg11979303	chr6	1379560	1379561	hsa-mir-6720	8	TCGA-BRCA;TCGA-CHOL;TCGA-COAD;TCGA-HNSC;TCGA-LUAD;TCGA-LUSC;TCGA-PRAD;TCGA-UCEC	All_Hypermethylated
chr3_79766489_79766490	cg11980129	chr3	79766489	79766490	hsa-mir-3923	12	TCGA-BLCA;TCGA-BRCA;TCGA-CHOL;TCGA-COAD;TCGA-ESCA;TCGA-HNSC;TCGA-KIRC;TCGA-LUAD;TCGA-LUSC;TCGA-PAAD;TCGA-READ;TCGA-UCEC	All_Hypermethylated
chr1_205430603_205430604	cg11980944	chr1	205430603	205430604	hsa-mir-135b	3	TCGA-BRCA;TCGA-ESCA;TCGA-HNSC	All_Hypermethylated
chr7_157565110_157565111	cg12001456	chr7	157565110	157565111	hsa-mir-153-2	6	TCGA-BLCA;TCGA-BRCA;TCGA-ESCA;TCGA-HNSC;TCGA-LIHC;TCGA-PAAD	All_Hypomethylated
chr14_101026691_101026692	cg12044862	chr14	101026691	101026692	hsa-mir-1197;hsa-mir-299;hsa-mir-323a;hsa-mir-329-1;hsa-mir-329-2;hsa-mir-379;hsa-mir-380;hsa-mir-411;hsa-mir-758	6	TCGA-BLCA;TCGA-BRCA;TCGA-LIHC;TCGA-LUAD;TCGA-LUSC;TCGA-UCEC	All_Hypomethylated
chr7_157553920_157553921	cg12054171	chr7	157553920	157553921	hsa-mir-153-2	11	TCGA-BLCA;TCGA-BRCA;TCGA-COAD;TCGA-ESCA;TCGA-HNSC;TCGA-LIHC;TCGA-LUAD;TCGA-LUSC;TCGA-PAAD;TCGA-READ;TCGA-UCEC	All_Hypomethylated
chr15_85771970_85771971	cg12058064	chr15	85771970	85771971	hsa-mir-1276	6	TCGA-BLCA;TCGA-BRCA;TCGA-CHOL;TCGA-KIRC;TCGA-LUSC;TCGA-PRAD	All_Hypermethylated
chr19_12648317_12648318	cg12063490	chr19	12648317	12648318	hsa-mir-10395	11	TCGA-BRCA;TCGA-COAD;TCGA-ESCA;TCGA-HNSC;TCGA-KIRC;TCGA-KIRP;TCGA-LIHC;TCGA-LUAD;TCGA-LUSC;TCGA-PAAD;TCGA-PRAD	All_Hypermethylated
chr7_130490348_130490349	cg12070022	chr7	130490348	130490349	hsa-mir-335	5	TCGA-BRCA;TCGA-KIRC;TCGA-LUAD;TCGA-PRAD;TCGA-READ	All_Hypermethylated
chr21_26965550_26965551	cg12078031	chr21	26965550	26965551	hsa-mir-4759	7	TCGA-BLCA;TCGA-BRCA;TCGA-COAD;TCGA-ESCA;TCGA-LUAD;TCGA-PRAD;TCGA-READ	All_Hypermethylated
chr1_148354774_148354775	cg12099459	chr1	148354774	148354775	hsa-mir-5087	11	TCGA-BLCA;TCGA-BRCA;TCGA-CHOL;TCGA-ESCA;TCGA-HNSC;TCGA-KIRP;TCGA-LIHC;TCGA-LUAD;TCGA-LUSC;TCGA-PRAD;TCGA-UCEC	All_Hypermethylated
chr8_142181211_142181212	cg12103720	chr8	142181211	142181212	hsa-mir-4472-1	7	TCGA-BLCA;TCGA-BRCA;TCGA-HNSC;TCGA-LIHC;TCGA-LUAD;TCGA-LUSC;TCGA-UCEC	All_Hypomethylated
chr10_117163225_117163226	cg12112529	chr10	117163225	117163226	hsa-mir-3663	6	TCGA-BRCA;TCGA-CHOL;TCGA-HNSC;TCGA-LUAD;TCGA-PAAD;TCGA-PRAD	All_Hypermethylated
chr12_111774189_111774190	cg12142865	chr12	111774189	111774190	hsa-mir-6761	4	TCGA-BLCA;TCGA-BRCA;TCGA-KIRP;TCGA-UCEC	All_Hypomethylated
chr4_47836152_47836153	cg12147198	chr4	47836152	47836153	hsa-mir-8053	4	TCGA-BRCA;TCGA-COAD;TCGA-KIRP;TCGA-PRAD	All_Hypermethylated
chr8_41659782_41659783	cg12148515	chr8	41659782	41659783	hsa-mir-486-1;hsa-mir-486-2	2	TCGA-BRCA;TCGA-PRAD	All_Hypermethylated
chr7_2289261_2289262	cg12205429	chr7	2289261	2289262	hsa-mir-6836	2	TCGA-BRCA;TCGA-UCEC	All_Hypermethylated
chr8_142125053_142125054	cg12250841	chr8	142125053	142125054	hsa-mir-4472-1	6	TCGA-BLCA;TCGA-BRCA;TCGA-ESCA;TCGA-HNSC;TCGA-LIHC;TCGA-LUSC	All_Hypomethylated
chr22_49634808_49634809	cg12277653	chr22	49634808	49634809	hsa-mir-3667	10	TCGA-BRCA;TCGA-COAD;TCGA-ESCA;TCGA-HNSC;TCGA-KIRC;TCGA-LIHC;TCGA-LUSC;TCGA-PRAD;TCGA-READ;TCGA-UCEC	All_Hypomethylated
chr6_32761085_32761086	cg12296550	chr6	32761085	32761086	hsa-mir-3135b	10	TCGA-BLCA;TCGA-BRCA;TCGA-COAD;TCGA-ESCA;TCGA-HNSC;TCGA-LIHC;TCGA-LUAD;TCGA-LUSC;TCGA-READ;TCGA-UCEC	All_Hypomethylated
chr5_88672840_88672841	cg12325536	chr5	88672840	88672841	hsa-mir-9-2	14	TCGA-BLCA;TCGA-BRCA;TCGA-CHOL;TCGA-COAD;TCGA-ESCA;TCGA-HNSC;TCGA-KIRC;TCGA-KIRP;TCGA-LIHC;TCGA-LUAD;TCGA-LUSC;TCGA-PAAD;TCGA-PRAD;TCGA-READ	All_Hypermethylated
chr7_128032605_128032606	cg12345672	chr7	128032605	128032606	hsa-mir-593	11	TCGA-BLCA;TCGA-BRCA;TCGA-COAD;TCGA-HNSC;TCGA-KIRC;TCGA-KIRP;TCGA-LUAD;TCGA-LUSC;TCGA-PRAD;TCGA-READ;TCGA-UCEC	All_Hypermethylated
chr5_172878924_172878925	cg12355887	chr5	172878924	172878925	hsa-mir-10523	3	TCGA-BRCA;TCGA-KIRP;TCGA-UCEC	All_Hypermethylated
chr5_88685251_88685252	cg12393318	chr5	88685251	88685252	hsa-mir-9-2	14	TCGA-BLCA;TCGA-BRCA;TCGA-CHOL;TCGA-COAD;TCGA-ESCA;TCGA-HNSC;TCGA-KIRC;TCGA-KIRP;TCGA-LIHC;TCGA-LUAD;TCGA-LUSC;TCGA-PAAD;TCGA-PRAD;TCGA-UCEC	All_Hypermethylated
chr1_3131113_3131114	cg12394168	chr1	3131113	3131114	hsa-mir-4251	6	TCGA-BLCA;TCGA-BRCA;TCGA-HNSC;TCGA-LIHC;TCGA-LUSC;TCGA-UCEC	All_Hypomethylated
chr2_5941966_5941967	cg12458714	chr2	5941966	5941967	hsa-mir-7158	9	TCGA-BLCA;TCGA-BRCA;TCGA-COAD;TCGA-ESCA;TCGA-HNSC;TCGA-LIHC;TCGA-LUAD;TCGA-READ;TCGA-UCEC	All_Hypomethylated
chr6_31635057_31635058	cg12484352	chr6	31635057	31635058	hsa-mir-6832	3	TCGA-BRCA;TCGA-CHOL;TCGA-LIHC	All_Hypermethylated
chr15_89367917_89367918	cg12530503	chr15	89367917	89367918	hsa-mir-9-3	12	TCGA-BLCA;TCGA-BRCA;TCGA-CHOL;TCGA-COAD;TCGA-KIRC;TCGA-KIRP;TCGA-LIHC;TCGA-LUAD;TCGA-PAAD;TCGA-PRAD;TCGA-READ;TCGA-UCEC	All_Hypermethylated
chr13_52849127_52849128	cg12545687	chr13	52849127	52849128	hsa-mir-759	11	TCGA-BLCA;TCGA-BRCA;TCGA-CHOL;TCGA-COAD;TCGA-HNSC;TCGA-KIRC;TCGA-KIRP;TCGA-LUAD;TCGA-PAAD;TCGA-PRAD;TCGA-UCEC	All_Hypermethylated
chr5_88673481_88673482	cg12620743	chr5	88673481	88673482	hsa-mir-9-2	2	TCGA-BRCA;TCGA-LUAD	All_Hypermethylated
chr1_38047969_38047970	cg12622182	chr1	38047969	38047970	hsa-mir-3659	2	TCGA-BRCA;TCGA-PRAD	All_Hypermethylated
chr7_128032405_128032406	cg12628196	chr7	128032405	128032406	hsa-mir-593	10	TCGA-BLCA;TCGA-BRCA;TCGA-COAD;TCGA-HNSC;TCGA-KIRC;TCGA-KIRP;TCGA-LUAD;TCGA-PRAD;TCGA-READ;TCGA-UCEC	All_Hypermethylated
chr1_3195080_3195081	cg12635191	chr1	3195080	3195081	hsa-mir-4251	6	TCGA-BRCA;TCGA-ESCA;TCGA-HNSC;TCGA-LUSC;TCGA-PRAD;TCGA-UCEC	All_Hypomethylated
chr1_154194157_154194158	cg12640942	chr1	154194157	154194158	hsa-mir-190b	9	TCGA-BLCA;TCGA-BRCA;TCGA-COAD;TCGA-ESCA;TCGA-HNSC;TCGA-LIHC;TCGA-LUAD;TCGA-LUSC;TCGA-READ	All_Hypomethylated
chr7_157541468_157541469	cg12656227	chr7	157541468	157541469	hsa-mir-153-2	8	TCGA-BLCA;TCGA-BRCA;TCGA-ESCA;TCGA-HNSC;TCGA-LIHC;TCGA-LUAD;TCGA-LUSC;TCGA-UCEC	All_Hypomethylated
chr1_3275779_3275780	cg12660813	chr1	3275779	3275780	hsa-mir-4251	7	TCGA-BLCA;TCGA-BRCA;TCGA-KIRC;TCGA-LIHC;TCGA-PRAD;TCGA-READ;TCGA-UCEC	All_Hypomethylated
chr21_30372219_30372220	cg12667511	chr21	30372219	30372220	hsa-mir-4327	9	TCGA-BLCA;TCGA-BRCA;TCGA-ESCA;TCGA-HNSC;TCGA-KIRC;TCGA-LIHC;TCGA-LUAD;TCGA-LUSC;TCGA-UCEC	All_Hypomethylated
chr6_30893089_30893090	cg12669395	chr6	30893089	30893090	hsa-mir-4640	2	TCGA-BRCA;TCGA-UCEC	All_Hypermethylated
chr2_217930010_217930011	cg12681370	chr2	217930010	217930011	hsa-mir-6809	9	TCGA-BLCA;TCGA-BRCA;TCGA-CHOL;TCGA-HNSC;TCGA-KIRP;TCGA-LUSC;TCGA-PAAD;TCGA-PRAD;TCGA-UCEC	All_Hypermethylated
chr15_88605799_88605800	cg12684136	chr15	88605799	88605800	hsa-mir-1179	4	TCGA-BRCA;TCGA-HNSC;TCGA-LUAD;TCGA-PAAD	All_Hypermethylated
chr1_3107413_3107414	cg12701603	chr1	3107413	3107414	hsa-mir-4251	8	TCGA-BLCA;TCGA-BRCA;TCGA-COAD;TCGA-ESCA;TCGA-LIHC;TCGA-LUSC;TCGA-READ;TCGA-UCEC	All_Hypomethylated
chr1_179742887_179742888	cg12720643	chr1	179742887	179742888	hsa-mir-12116	7	TCGA-BRCA;TCGA-CHOL;TCGA-COAD;TCGA-HNSC;TCGA-LUAD;TCGA-PRAD;TCGA-READ	All_Hypermethylated
chr8_2090131_2090132	cg12738008	chr8	2090131	2090132	hsa-mir-7160	6	TCGA-BLCA;TCGA-BRCA;TCGA-COAD;TCGA-LIHC;TCGA-PAAD;TCGA-UCEC	All_Hypomethylated
chr3_170419533_170419534	cg12741994	chr3	170419533	170419534	hsa-mir-6828	11	TCGA-BLCA;TCGA-BRCA;TCGA-COAD;TCGA-ESCA;TCGA-HNSC;TCGA-LIHC;TCGA-LUAD;TCGA-LUSC;TCGA-PRAD;TCGA-READ;TCGA-UCEC	All_Hypermethylated
chr21_25562264_25562265	cg12749863	chr21	25562264	25562265	hsa-mir-155	4	TCGA-BRCA;TCGA-LIHC;TCGA-LUAD;TCGA-PRAD	All_Hypermethylated
chr20_63952202_63952203	cg12778178	chr20	63952202	63952203	hsa-mir-1914;hsa-mir-647	3	TCGA-BRCA;TCGA-KIRP;TCGA-UCEC	All_Hypermethylated
chr7_157574770_157574771	cg12779445	chr7	157574770	157574771	hsa-mir-153-2	5	TCGA-BLCA;TCGA-BRCA;TCGA-LIHC;TCGA-LUSC;TCGA-UCEC	All_Hypomethylated
chr17_77373575_77373576	cg12783819	chr17	77373575	77373576	hsa-mir-4316	9	TCGA-BLCA;TCGA-BRCA;TCGA-ESCA;TCGA-HNSC;TCGA-KIRP;TCGA-LUSC;TCGA-PAAD;TCGA-PRAD;TCGA-READ	All_Hypermethylated
chr13_99658151_99658152	cg12790874	chr13	99658151	99658152	hsa-mir-4306	6	TCGA-BRCA;TCGA-KIRP;TCGA-LUAD;TCGA-LUSC;TCGA-READ;TCGA-UCEC	All_Hypermethylated
chr17_48718498_48718499	cg12800030	chr17	48718498	48718499	hsa-mir-3185	9	TCGA-BLCA;TCGA-BRCA;TCGA-CHOL;TCGA-ESCA;TCGA-HNSC;TCGA-LUAD;TCGA-LUSC;TCGA-PAAD;TCGA-UCEC	All_Hypermethylated
chr1_3245890_3245891	cg12800122	chr1	3245890	3245891	hsa-mir-4251	2	TCGA-BRCA;TCGA-UCEC	All_Hypermethylated
chr11_79397025_79397026	cg12830752	chr11	79397025	79397026	hsa-mir-5579;hsa-mir-708	7	TCGA-BLCA;TCGA-BRCA;TCGA-KIRC;TCGA-LIHC;TCGA-PRAD;TCGA-READ;TCGA-UCEC	All_Hypomethylated
chr9_127706896_127706897	cg12833407	chr9	127706896	127706897	hsa-mir-3911	5	TCGA-BLCA;TCGA-BRCA;TCGA-KIRP;TCGA-LIHC;TCGA-UCEC	All_Hypomethylated
chr15_36891660_36891661	cg12877169	chr15	36891660	36891661	hsa-mir-8063	2	TCGA-BRCA;TCGA-READ	All_Hypomethylated
chr1_3112249_3112250	cg12905252	chr1	3112249	3112250	hsa-mir-4251	8	TCGA-BLCA;TCGA-BRCA;TCGA-HNSC;TCGA-KIRP;TCGA-LIHC;TCGA-LUSC;TCGA-READ;TCGA-UCEC	All_Hypomethylated
chr7_158526512_158526513	cg12967902	chr7	158526512	158526513	hsa-mir-595	5	TCGA-BLCA;TCGA-BRCA;TCGA-HNSC;TCGA-LUSC;TCGA-UCEC	All_Hypomethylated
chr5_6766500_6766501	cg12970171	chr5	6766500	6766501	hsa-mir-4278	10	TCGA-BLCA;TCGA-BRCA;TCGA-CHOL;TCGA-KIRC;TCGA-KIRP;TCGA-LUAD;TCGA-LUSC;TCGA-PAAD;TCGA-READ;TCGA-UCEC	All_Hypomethylated
chr17_77374529_77374530	cg12985929	chr17	77374529	77374530	hsa-mir-4316	10	TCGA-BLCA;TCGA-BRCA;TCGA-COAD;TCGA-ESCA;TCGA-HNSC;TCGA-KIRP;TCGA-LIHC;TCGA-LUSC;TCGA-PRAD;TCGA-READ	All_Hypermethylated
chr22_37983742_37983743	cg12990614	chr22	37983742	37983743	hsa-mir-4534	12	TCGA-BLCA;TCGA-BRCA;TCGA-CHOL;TCGA-ESCA;TCGA-HNSC;TCGA-KIRC;TCGA-KIRP;TCGA-LIHC;TCGA-LUSC;TCGA-PRAD;TCGA-READ;TCGA-UCEC	All_Hypermethylated
chr5_88683687_88683688	cg12991050	chr5	88683687	88683688	hsa-mir-9-2	7	TCGA-BLCA;TCGA-BRCA;TCGA-CHOL;TCGA-HNSC;TCGA-KIRP;TCGA-PAAD;TCGA-UCEC	All_Hypermethylated
chr3_151812746_151812747	cg13001012	chr3	151812746	151812747	hsa-mir-5186	2	TCGA-BRCA;TCGA-KIRC	All_Hypomethylated
chr1_179742892_179742893	cg13059719	chr1	179742892	179742893	hsa-mir-12116	9	TCGA-BRCA;TCGA-CHOL;TCGA-COAD;TCGA-HNSC;TCGA-LIHC;TCGA-LUAD;TCGA-PRAD;TCGA-READ;TCGA-UCEC	All_Hypermethylated
chr1_148310344_148310345	cg13067553	chr1	148310344	148310345	hsa-mir-5087	13	TCGA-BLCA;TCGA-BRCA;TCGA-CHOL;TCGA-COAD;TCGA-ESCA;TCGA-HNSC;TCGA-KIRC;TCGA-KIRP;TCGA-LUSC;TCGA-PAAD;TCGA-PRAD;TCGA-READ;TCGA-UCEC	All_Hypermethylated
chr8_103141525_103141526	cg13094252	chr8	103141525	103141526	hsa-mir-3151	7	TCGA-BRCA;TCGA-CHOL;TCGA-COAD;TCGA-ESCA;TCGA-KIRP;TCGA-LUAD;TCGA-PRAD	All_Hypermethylated
chr7_136869984_136869985	cg13102079	chr7	136869984	136869985	hsa-mir-490	13	TCGA-BLCA;TCGA-BRCA;TCGA-CHOL;TCGA-COAD;TCGA-ESCA;TCGA-HNSC;TCGA-KIRC;TCGA-KIRP;TCGA-LUAD;TCGA-LUSC;TCGA-PAAD;TCGA-PRAD;TCGA-UCEC	All_Hypermethylated
chr1_233615445_233615446	cg13110283	chr1	233615445	233615446	hsa-mir-4427	4	TCGA-BLCA;TCGA-BRCA;TCGA-READ;TCGA-UCEC	All_Hypomethylated
chr14_101559893_101559894	cg13126530	chr14	101559893	101559894	hsa-mir-1247	9	TCGA-BLCA;TCGA-BRCA;TCGA-HNSC;TCGA-KIRC;TCGA-LUAD;TCGA-LUSC;TCGA-PAAD;TCGA-PRAD;TCGA-UCEC	All_Hypermethylated
chr11_45684018_45684019	cg13148478	chr11	45684018	45684019	hsa-mir-7154	10	TCGA-BLCA;TCGA-BRCA;TCGA-COAD;TCGA-HNSC;TCGA-KIRC;TCGA-LIHC;TCGA-LUAD;TCGA-LUSC;TCGA-PRAD;TCGA-READ	All_Hypomethylated
chr1_156421043_156421044	cg13149127	chr1	156421043	156421044	hsa-mir-9-1	4	TCGA-BRCA;TCGA-COAD;TCGA-PAAD;TCGA-PRAD	All_Hypermethylated
chr1_3228146_3228147	cg13152158	chr1	3228146	3228147	hsa-mir-4251	12	TCGA-BLCA;TCGA-BRCA;TCGA-COAD;TCGA-ESCA;TCGA-HNSC;TCGA-KIRC;TCGA-KIRP;TCGA-LIHC;TCGA-LUSC;TCGA-PRAD;TCGA-READ;TCGA-UCEC	All_Hypomethylated
chr8_41301157_41301158	cg13154925	chr8	41301157	41301158	hsa-mir-548ao	5	TCGA-BLCA;TCGA-BRCA;TCGA-COAD;TCGA-LIHC;TCGA-READ	All_Hypomethylated
chr1_3243051_3243052	cg13175786	chr1	3243051	3243052	hsa-mir-4251	8	TCGA-BLCA;TCGA-BRCA;TCGA-COAD;TCGA-ESCA;TCGA-HNSC;TCGA-LIHC;TCGA-PRAD;TCGA-UCEC	All_Hypomethylated
chr8_64373274_64373275	cg13186884	chr8	64373274	64373275	hsa-mir-124-2	13	TCGA-BLCA;TCGA-BRCA;TCGA-CHOL;TCGA-COAD;TCGA-ESCA;TCGA-HNSC;TCGA-KIRC;TCGA-LUAD;TCGA-LUSC;TCGA-PAAD;TCGA-PRAD;TCGA-READ;TCGA-UCEC	All_Hypermethylated
chr11_43582238_43582239	cg13260012	chr11	43582238	43582239	hsa-mir-129-2	12	TCGA-BLCA;TCGA-BRCA;TCGA-CHOL;TCGA-COAD;TCGA-ESCA;TCGA-HNSC;TCGA-LUAD;TCGA-LUSC;TCGA-PAAD;TCGA-PRAD;TCGA-READ;TCGA-UCEC	All_Hypermethylated
chr14_101022086_101022087	cg13278105	chr14	101022086	101022087	hsa-mir-1197;hsa-mir-299;hsa-mir-323a;hsa-mir-329-1;hsa-mir-329-2;hsa-mir-379;hsa-mir-380;hsa-mir-411;hsa-mir-758	12	TCGA-BLCA;TCGA-BRCA;TCGA-COAD;TCGA-ESCA;TCGA-HNSC;TCGA-KIRC;TCGA-LIHC;TCGA-LUAD;TCGA-LUSC;TCGA-PRAD;TCGA-READ;TCGA-UCEC	All_Hypomethylated
chr2_179860918_179860919	cg13285968	chr2	179860918	179860919	hsa-mir-1258	2	TCGA-BRCA;TCGA-PRAD	All_Hypermethylated
chr17_81697264_81697265	cg13309461	chr17	81697264	81697265	hsa-mir-6786	2	TCGA-BRCA;TCGA-KIRP	All_Hypermethylated
