Coord	DMR_idx	Chromosome	Start	End	miRNA	Num_Cancers	Cancers	Concordance
chr16_82660206_82661725	315;132;1188	chr16	82660206	82661725	hsa-mir-8058	3	TCGA-COAD;TCGA-PAAD;TCGA-UCEC	All_Hypermethylated
chr5_38556223_38557634	483;7686	chr5	38556223	38557634	hsa-mir-3650	2	TCGA-COAD;TCGA-READ	All_Hypermethylated
chr5_172668965_172673349	525;210;808;422	chr5	172668965	172673349	hsa-mir-12118	4	TCGA-COAD;TCGA-LUSC;TCGA-READ;TCGA-SKCM	All_Hypermethylated
chr11_111382509_111384223	649;1434;717	chr11	111382509	111384223	hsa-mir-34b;hsa-mir-34c	3	TCGA-COAD;TCGA-PRAD;TCGA-READ	All_Hypermethylated
chr8_104152244_104153827	827;921	chr8	104152244	104153827	hsa-mir-3151	2	TCGA-COAD;TCGA-LUAD	All_Hypermethylated
chr3_170136278_170138205	1113;1394;648;2977	chr3	170136278	170138205	hsa-mir-6828	4	TCGA-COAD;TCGA-LIHC;TCGA-LUAD;TCGA-SKCM	All_Hypermethylated
chr4_183060943_183066337	1222;805	chr4	183060943	183066337	hsa-mir-1305	2	TCGA-COAD;TCGA-LUAD	All_Hypermethylated
chr15_37386586_37391573	1401;2577	chr15	37386586	37391573	hsa-mir-8063	2	TCGA-COAD;TCGA-LUSC	All_Hypermethylated
chr1_113392116_113393179	1615;3490	chr1	113392116	113393179	hsa-mir-11399	2	TCGA-COAD;TCGA-READ	All_Hypomethylated
chr4_37244248_37247586	1671;807;663	chr4	37244248	37247586	hsa-mir-4801	3	TCGA-COAD;TCGA-ESCA;TCGA-LUAD	All_Hypermethylated
chr1_228649442_228653095	1889;2990	chr1	228649442	228653095	hsa-mir-4666a	2	TCGA-COAD;TCGA-READ	All_Hypermethylated
chr3_10436197_10437269	1897;7193;8249	chr3	10436197	10437269	hsa-mir-885	3	TCGA-COAD;TCGA-READ;TCGA-SARC	All_Hypomethylated
chr13_54887288_54887369	2125;3058;4182;7159;23835	chr13	54887288	54887369	hsa-mir-1297	5	TCGA-COAD;TCGA-HNSC;TCGA-KIRC;TCGA-READ;TCGA-UCEC	All_Hypomethylated
chr14_54412780_54413931	2948;2019	chr14	54412780	54413931	hsa-mir-5580	2	TCGA-COAD;TCGA-PAAD	All_Hypermethylated
chr16_83171068_83171992	3177;515	chr16	83171068	83171992	hsa-mir-3182	2	TCGA-COAD;TCGA-READ	All_Hypomethylated
chr6_32711008_32711632	3801;7690	chr6	32711008	32711632	hsa-mir-3135b	2	TCGA-COAD;TCGA-HNSC	All_Hypomethylated
chr11_43579906_43581175	4026;11685	chr11	43579906	43581175	hsa-mir-129-2;hsa-mir-670	2	TCGA-COAD;TCGA-LUSC	All_Hypomethylated
chr11_61582574_61584773	4372;6833	chr11	61582574	61584773	hsa-mir-1908	2	TCGA-COAD;TCGA-ESCA	All_Hypermethylated
chr6_1378346_1380013	4499;4691;9017;2536	chr6	1378346	1380013	hsa-mir-6720	4	TCGA-COAD;TCGA-LUSC;TCGA-PAAD;TCGA-PRAD	All_Hypermethylated
chr11_1903109_1903828	4679;17995;5258	chr11	1903109	1903828	hsa-mir-4298;hsa-mir-7847	3	TCGA-COAD;TCGA-LIHC;TCGA-READ	All_Hypomethylated
chr2_56216195_56216938	4871;5673	chr2	56216195	56216938	hsa-mir-216a;hsa-mir-217	2	TCGA-COAD;TCGA-READ	All_Hypomethylated
chr13_53400473_53400716	4940;5693;16442;17529;8670	chr13	53400473	53400716	hsa-mir-759	5	TCGA-COAD;TCGA-KIRC;TCGA-LUSC;TCGA-READ;TCGA-SARC	All_Hypomethylated
chr18_33529461_33530560	5137;19622;5768	chr18	33529461	33530560	hsa-mir-187;hsa-mir-3929	3	TCGA-COAD;TCGA-READ;TCGA-SARC	All_Hypermethylated
chr7_93113264_93113377	6270;13338	chr7	93113264	93113377	hsa-mir-489	2	TCGA-COAD;TCGA-READ	All_Hypomethylated
chr14_77731074_77732641	6374;16066	chr14	77731074	77732641	hsa-mir-1260a	2	TCGA-COAD;TCGA-READ	All_Hypomethylated
chr5_71475111_71475356	6552;12484;13592;6062;9188	chr5	71475111	71475356	hsa-mir-4803	5	TCGA-COAD;TCGA-KIRC;TCGA-KIRP;TCGA-LIHC;TCGA-READ	All_Hypomethylated
chr19_49828293_49828787	6618;15772	chr19	49828293	49828787	hsa-mir-4324	2	TCGA-COAD;TCGA-READ	All_Hypomethylated
chr5_92939654_92939842	6814;7669	chr5	92939654	92939842	hsa-mir-2277	2	TCGA-COAD;TCGA-PRAD	All_Hypermethylated
chr12_95266710_95267784	7232;26301;14641;25230;14949	chr12	95266710	95267784	hsa-mir-492	5	TCGA-COAD;TCGA-ESCA;TCGA-HNSC;TCGA-LIHC;TCGA-LUAD	All_Hypermethylated
chr1_3120245_3121514	7577;6236	chr1	3120245	3121514	hsa-mir-4251	2	TCGA-COAD;TCGA-LIHC	All_Hypomethylated
chr2_11672761_11673360	7798;16702	chr2	11672761	11673360	hsa-mir-4429	2	TCGA-COAD;TCGA-PAAD	All_Hypomethylated
chr19_52193776_52193933	7805;24873	chr19	52193776	52193933	hsa-let-7e;hsa-mir-125a;hsa-mir-99b	2	TCGA-COAD;TCGA-READ	All_Hypermethylated
chr4_330290_331610	9948;6958	chr4	330290	331610	hsa-mir-571	2	TCGA-COAD;TCGA-LIHC	All_Hypermethylated
chr5_100236649_100237279	9984;6386	chr5	100236649	100237279	hsa-mir-548p	2	TCGA-COAD;TCGA-PRAD	All_Hypermethylated
chr5_132763967_132764798	10018;9541	chr5	132763967	132764798	hsa-mir-1289-2	2	TCGA-COAD;TCGA-LIHC	All_Hypomethylated
chr10_114043123_114043548	10664;7647;5498;5957	chr10	114043123	114043548	hsa-mir-6715a;hsa-mir-6715b	4	TCGA-COAD;TCGA-ESCA;TCGA-HNSC;TCGA-PCPG	All_Hypomethylated
chr7_1970923_1971467	10673;6604;27980	chr7	1970923	1971467	hsa-mir-4655	3	TCGA-COAD;TCGA-PAAD;TCGA-READ	All_Hypomethylated
chr16_85775278_85775359	10795;11786;22035;22957	chr16	85775278	85775359	hsa-mir-1910	4	TCGA-COAD;TCGA-LIHC;TCGA-READ;TCGA-UCEC	All_Hypomethylated
chr5_172753741_172757702	11231;1441	chr5	172753741	172757702	hsa-mir-12118	2	TCGA-COAD;TCGA-PAAD	All_Hypermethylated
chr3_16974160_16974681	11512;16874;20759;24604	chr3	16974160	16974681	hsa-mir-3714	4	TCGA-COAD;TCGA-HNSC;TCGA-PRAD;TCGA-READ	All_Hypomethylated
chr8_104185332_104185501	11533;7487;9008;8654;24154;8360;25475	chr8	104185332	104185501	hsa-mir-3151	7	TCGA-COAD;TCGA-ESCA;TCGA-HNSC;TCGA-KIRP;TCGA-LUAD;TCGA-LUSC;TCGA-READ	All_Hypomethylated
chr11_11832829_11833224	13080;7858;31235	chr11	11832829	11833224	hsa-mir-4299;hsa-mir-8070	3	TCGA-COAD;TCGA-ESCA;TCGA-READ	All_Hypomethylated
chr14_101471487_101471511	13318;22290	chr14	101471487	101471511	hsa-mir-1197;hsa-mir-299;hsa-mir-323a;hsa-mir-329-1;hsa-mir-329-2;hsa-mir-379;hsa-mir-380;hsa-mir-411;hsa-mir-758	2	TCGA-COAD;TCGA-HNSC	All_Hypomethylated
chr17_6558064_6558815	14634;11922;3795;468;31202	chr17	6558064	6558815	hsa-mir-4520-1;hsa-mir-4520-2	5	TCGA-COAD;TCGA-LUAD;TCGA-PRAD;TCGA-SKCM;TCGA-UCEC	All_Hypermethylated
chr13_98892233_98893089	15012;17501;15964	chr13	98892233	98893089	hsa-mir-3170	3	TCGA-COAD;TCGA-HNSC;TCGA-READ	All_Hypomethylated
chr7_7097910_7098182	15531;22329	chr7	7097910	7098182	hsa-mir-3683	2	TCGA-COAD;TCGA-READ	All_Hypomethylated
chr7_114297860_114298776	15947;30380	chr7	114297860	114298776	hsa-mir-3666	2	TCGA-COAD;TCGA-READ	All_Hypomethylated
chr14_77734687_77735102	17660;16293	chr14	77734687	77735102	hsa-mir-1260a	2	TCGA-COAD;TCGA-LIHC	All_Hypomethylated
chr11_45710875_45710892	21396;13307	chr11	45710875	45710892	hsa-mir-7154	2	TCGA-COAD;TCGA-HNSC	All_Hypomethylated
chr1_41220011_41220106	512;7302;219	chr1	41220011	41220106	hsa-mir-30c-1;hsa-mir-30e	3	TCGA-ESCA;TCGA-LUAD;TCGA-SKCM	All_Hypermethylated
chr3_170136159_170138205	524;832;5737	chr3	170136159	170138205	hsa-mir-6828	3	TCGA-ESCA;TCGA-HNSC;TCGA-READ	All_Hypermethylated
chr5_87967845_87972127	693;847;1141;2856;1162	chr5	87967845	87972127	hsa-mir-9-2	5	TCGA-ESCA;TCGA-HNSC;TCGA-PAAD;TCGA-SKCM;TCGA-STAD	All_Hypermethylated
chr3_122802215_122803153	921;8355;7541	chr3	122802215	122803153	hsa-mir-7110	3	TCGA-ESCA;TCGA-KIRP;TCGA-LUAD	All_Hypermethylated
chr14_101317620_101319526	1310;1267;2135;3070;15987;2044	chr14	101317620	101319526	hsa-mir-770;hsa-mir-127;hsa-mir-337;hsa-mir-431;hsa-mir-433;hsa-mir-493;hsa-mir-665	6	TCGA-ESCA;TCGA-HNSC;TCGA-LUAD;TCGA-PRAD;TCGA-READ;TCGA-UCEC	All_Hypomethylated
chr4_10079364_10079554	1694;6889	chr4	10079364	10079554	hsa-mir-3138	2	TCGA-ESCA;TCGA-LUSC	All_Hypermethylated
chr10_118922194_118928131	2879;5281;960;3762	chr10	118922194	118928131	hsa-mir-3663	4	TCGA-ESCA;TCGA-HNSC;TCGA-PRAD;TCGA-SKCM	All_Hypermethylated
chr3_197439242_197439334	2906;1022;7604	chr3	197439242	197439334	hsa-mir-922	3	TCGA-ESCA;TCGA-KIRP;TCGA-READ	All_Hypomethylated
chr17_75395968_75396462	3576;4966	chr17	75395968	75396462	hsa-mir-4316	2	TCGA-ESCA;TCGA-KIRP	All_Hypermethylated
chr3_79815639_79816949	4000;5085	chr3	79815639	79816949	hsa-mir-3923	2	TCGA-ESCA;TCGA-UCEC	All_Hypermethylated
chr2_80101315_80101401	4206;4459;4340;11052	chr2	80101315	80101401	hsa-mir-4264;hsa-mir-8080	4	TCGA-ESCA;TCGA-HNSC;TCGA-LUAD;TCGA-LUSC	All_Hypomethylated
chr22_49934445_49935689	5160;4184;4176;9186	chr22	49934445	49935689	hsa-mir-3667	4	TCGA-ESCA;TCGA-HNSC;TCGA-LUAD;TCGA-LUSC	All_Hypomethylated
chr11_45731359_45732392	6506;4816;10812	chr11	45731359	45732392	hsa-mir-7154	3	TCGA-ESCA;TCGA-READ;TCGA-UCEC	All_Hypomethylated
chr10_6220879_6221273	6845;9076;17609	chr10	6220879	6221273	hsa-mir-3155a	3	TCGA-ESCA;TCGA-KIRP;TCGA-LUSC	All_Hypermethylated
chr17_37028105_37029974	7342;7610;2670;3776	chr17	37028105	37029974	hsa-mir-6779	4	TCGA-ESCA;TCGA-PCPG;TCGA-PRAD;TCGA-UCEC	All_Hypermethylated
chr11_46373641_46374124	7567;19067;2699;7685	chr11	46373641	46374124	hsa-mir-4688	4	TCGA-ESCA;TCGA-HNSC;TCGA-KIRP;TCGA-PRAD	All_Hypermethylated
chr17_57918500_57918630	8677;953	chr17	57918500	57918630	hsa-mir-21	2	TCGA-ESCA;TCGA-KIRP	All_Hypomethylated
chr19_834439_835345	8812;20235;28536;1813	chr19	834439	835345	hsa-mir-3187	4	TCGA-ESCA;TCGA-LUSC;TCGA-READ;TCGA-UCEC	All_Hypomethylated
chr1_3205543_3206316	9584;5229;5409;11935;5438;22459	chr1	3205543	3206316	hsa-mir-4251	6	TCGA-ESCA;TCGA-HNSC;TCGA-KIRC;TCGA-LUSC;TCGA-PRAD;TCGA-READ	All_Hypomethylated
chr22_50006785_50007440	9696;2793;12640	chr22	50006785	50007440	hsa-mir-3667	3	TCGA-ESCA;TCGA-LIHC;TCGA-LUAD	All_Hypomethylated
chr8_2014087_2014413	10103;27579	chr8	2014087	2014413	hsa-mir-7160	2	TCGA-ESCA;TCGA-LUSC	All_Hypomethylated
chr12_97885353_97886312	10238;15777	chr12	97885353	97886312	hsa-mir-135a-2;hsa-mir-1251	2	TCGA-ESCA;TCGA-HNSC	All_Hypomethylated
chr1_3006329_3008033	10442;6385;3951;5740;3430;17524	chr1	3006329	3008033	hsa-mir-4251	6	TCGA-ESCA;TCGA-HNSC;TCGA-KIRC;TCGA-PCPG;TCGA-PRAD;TCGA-READ	All_Hypomethylated
chr1_45082704_45083868	10558;732;721	chr1	45082704	45083868	hsa-mir-5584	3	TCGA-ESCA;TCGA-GBM;TCGA-KIRC	All_Hypermethylated
chr7_1877955_1878297	10645;20717;12020;17496	chr7	1877955	1878297	hsa-mir-4655	4	TCGA-ESCA;TCGA-HNSC;TCGA-LUSC;TCGA-UCEC	All_Hypomethylated
chr6_32711008_32711889	11905;3529;9856;8124	chr6	32711008	32711889	hsa-mir-3135b	4	TCGA-ESCA;TCGA-GBM;TCGA-PRAD;TCGA-READ	All_Hypomethylated
chr19_2643085_2643852	12793;10707;29385	chr19	2643085	2643852	hsa-mir-7850	3	TCGA-ESCA;TCGA-HNSC;TCGA-READ	All_Hypomethylated
chr7_7098017_7098182	12931;10218	chr7	7098017	7098182	hsa-mir-3683	2	TCGA-ESCA;TCGA-LUAD	All_Hypomethylated
chr17_78063763_78064152	13035;6666;21743;21630	chr17	78063763	78064152	hsa-mir-1268b	4	TCGA-ESCA;TCGA-HNSC;TCGA-LUSC;TCGA-READ	All_Hypomethylated
chr2_134884342_134884764	16162;1564	chr2	134884342	134884764	hsa-mir-3679	2	TCGA-ESCA;TCGA-SKCM	All_Hypermethylated
chr22_50025915_50026188	16208;14997;4466	chr22	50025915	50026188	hsa-mir-3667	3	TCGA-ESCA;TCGA-HNSC;TCGA-KIRC	All_Hypermethylated
chr5_6822830_6823241	16984;16513;9160	chr5	6822830	6823241	hsa-mir-4278	3	TCGA-ESCA;TCGA-LUAD;TCGA-LUSC	All_Hypomethylated
chr8_1759815_1759936	18028;7414	chr8	1759815	1759936	hsa-mir-3674	2	TCGA-ESCA;TCGA-HNSC	All_Hypomethylated
chr19_54177144_54177678	18030;29119	chr19	54177144	54177678	hsa-mir-1283-1;hsa-mir-1323;hsa-mir-498;hsa-mir-512-1;hsa-mir-512-2;hsa-mir-515-1;hsa-mir-515-2;hsa-mir-519c;hsa-mir-519e;hsa-mir-520a;hsa-mir-520e;hsa-mir-520f;hsa-mir-519b;hsa-mir-526b	2	TCGA-ESCA;TCGA-READ	All_Hypomethylated
chr7_157372262_157372332	18675;16766	chr7	157372262	157372332	hsa-mir-153-2	2	TCGA-ESCA;TCGA-HNSC	All_Hypomethylated
chr10_126826902_126827000	19818;17184;4726;3504;1819	chr10	126826902	126827000	hsa-mir-4296	5	TCGA-ESCA;TCGA-KIRP;TCGA-LUSC;TCGA-PCPG;TCGA-SKCM	All_Hypermethylated
chr11_133770764_133770813	20053;18639	chr11	133770764	133770813	hsa-mir-4697	2	TCGA-ESCA;TCGA-LUSC	All_Hypomethylated
chr11_78980839_78981869	20094;1622;5135	chr11	78980839	78981869	hsa-mir-5579;hsa-mir-708	3	TCGA-ESCA;TCGA-PCPG;TCGA-READ	All_Hypomethylated
chr22_18463400_18463646	22325;13522;31163	chr22	18463400	18463646	hsa-mir-648	3	TCGA-ESCA;TCGA-HNSC;TCGA-KIRP	All_Hypermethylated
chr22_18464959_18465000	687;3751	chr22	18464959	18465000	hsa-mir-648	2	TCGA-GBM;TCGA-KIRP	All_Hypermethylated
chr17_57448097_57449015	853;22603	chr17	57448097	57449015	hsa-mir-4729	2	TCGA-GBM;TCGA-LUAD	All_Hypermethylated
chr17_17715520_17717967	1340;1809	chr17	17715520	17717967	hsa-mir-6777;hsa-mir-33b	2	TCGA-GBM;TCGA-HNSC	All_Hypermethylated
chr2_177052687_177055168	1451;762	chr2	177052687	177055168	hsa-mir-7704	2	TCGA-GBM;TCGA-PAAD	All_Hypermethylated
chr11_1911511_1912287	2130;4909;18316;22221;15715	chr11	1911511	1912287	hsa-mir-4298;hsa-mir-7847	5	TCGA-GBM;TCGA-KIRC;TCGA-LIHC;TCGA-READ;TCGA-UCEC	All_Hypomethylated
chr9_130978697_130979331	2757;19919;19188;16555	chr9	130978697	130979331	hsa-mir-199b;hsa-mir-3154	4	TCGA-GBM;TCGA-KIRC;TCGA-KIRP;TCGA-PRAD	All_Hypomethylated
chr2_219863984_219864146	2932;16726;22167;9661;4199	chr2	219863984	219864146	hsa-mir-375	5	TCGA-GBM;TCGA-HNSC;TCGA-KIRC;TCGA-LIHC;TCGA-PCPG	All_Hypomethylated
chr21_43160361_43162018	2957;10266	chr21	43160361	43162018	hsa-mir-6814	2	TCGA-GBM;TCGA-PCPG	All_Hypomethylated
chr2_232756980_232758445	3049;11231;8282	chr2	232756980	232758445	hsa-mir-1471	3	TCGA-GBM;TCGA-LIHC;TCGA-PCPG	All_Hypomethylated
chr17_57915665_57915773	3160;1137;175;177	chr17	57915665	57915773	hsa-mir-21	4	TCGA-GBM;TCGA-KIRC;TCGA-KIRP;TCGA-SKCM	All_Hypomethylated
chr7_158319029_158319148	3278;2834	chr7	158319029	158319148	hsa-mir-595	2	TCGA-GBM;TCGA-LIHC	All_Hypomethylated
chr6_1388159_1397401	3401;611;3428	chr6	1388159	1397401	hsa-mir-6720	3	TCGA-GBM;TCGA-LUSC;TCGA-UCEC	All_Hypermethylated
chr1_3228966_3230424	3996;3565	chr1	3228966	3230424	hsa-mir-4251	2	TCGA-GBM;TCGA-LIHC	All_Hypomethylated
chr6_52007909_52009154	1126;4069;3827	chr6	52007909	52009154	hsa-mir-133b;hsa-mir-206	3	TCGA-HNSC;TCGA-PCPG;TCGA-READ	All_Hypomethylated
chr7_157366933_157367778	1841;1390	chr7	157366933	157367778	hsa-mir-153-2	2	TCGA-HNSC;TCGA-LUAD	All_Hypomethylated
chr1_147801090_147801789	2929;1712	chr1	147801090	147801789	hsa-mir-5087	2	TCGA-HNSC;TCGA-LUSC	All_Hypermethylated
chr10_102731539_102732605	3395;6793	chr10	102731539	102732605	hsa-mir-608	2	TCGA-HNSC;TCGA-PCPG	All_Hypomethylated
chr13_88323358_88325384	3412;664;467	chr13	88323358	88325384	hsa-mir-4500	3	TCGA-HNSC;TCGA-PAAD;TCGA-READ	All_Hypermethylated
chr16_88559681_88560088	8758;11606	chr16	88559681	88560088	hsa-mir-5189	2	TCGA-HNSC;TCGA-LUSC	All_Hypomethylated
chr15_51385476_51388426	9020;19183	chr15	51385476	51388426	hsa-mir-4713;hsa-mir-7973-1	2	TCGA-HNSC;TCGA-READ	All_Hypermethylated
chr1_153662230_153663083	9417;13294	chr1	153662230	153663083	hsa-mir-8083	2	TCGA-HNSC;TCGA-LUSC	All_Hypomethylated
chr1_3031460_3032965	9730;2204;2232	chr1	3031460	3032965	hsa-mir-4251	3	TCGA-HNSC;TCGA-LUSC;TCGA-UCEC	All_Hypomethylated
chr9_100158232_100159057	12989;24534	chr9	100158232	100159057	hsa-mir-1302-8	2	TCGA-HNSC;TCGA-LUSC	All_Hypomethylated
chr2_177465789_177466581	15133;23970;16017;22556;11394	chr2	177465789	177466581	hsa-mir-1246	5	TCGA-HNSC;TCGA-LUAD;TCGA-LUSC;TCGA-READ;TCGA-UCEC	All_Hypomethylated
chr11_74978433_74978559	15688;17344	chr11	74978433	74978559	hsa-mir-326	2	TCGA-HNSC;TCGA-LUSC	All_Hypomethylated
chr19_45947788_45948021	15689;19121	chr19	45947788	45948021	hsa-mir-6088	2	TCGA-HNSC;TCGA-LUSC	All_Hypermethylated
chr4_166322321_166323062	16804;28279	chr4	166322321	166323062	hsa-mir-578	2	TCGA-HNSC;TCGA-LIHC	All_Hypomethylated
chr11_11832829_11833054	22894;30058	chr11	11832829	11833054	hsa-mir-4299;hsa-mir-8070	2	TCGA-HNSC;TCGA-LUSC	All_Hypomethylated
chr1_243637838_243638141	1085;161;7779;105;1364	chr1	243637838	243638141	hsa-mir-4677	5	TCGA-KIRC;TCGA-KIRP;TCGA-PRAD;TCGA-SARC;TCGA-UCEC	All_Hypermethylated
chr8_145684597_145685564	1264;742;9518	chr8	145684597	145685564	hsa-mir-10400	3	TCGA-KIRC;TCGA-KIRP;TCGA-PAAD	All_Hypermethylated
chr1_3305115_3307215	2802;3907	chr1	3305115	3307215	hsa-mir-4251	2	TCGA-KIRC;TCGA-LIHC	All_Hypomethylated
chr19_50004152_50005045	3048;4887;1477	chr19	50004152	50005045	hsa-mir-150	3	TCGA-KIRC;TCGA-PAAD;TCGA-PCPG	All_Hypomethylated
chr22_46473039_46473721	4377;24667;1695;19196	chr22	46473039	46473721	hsa-mir-3619;hsa-let-7a-3;hsa-let-7b;hsa-mir-4763	4	TCGA-KIRC;TCGA-LUAD;TCGA-PCPG;TCGA-UCEC	All_Hypermethylated
chr14_94404916_94405342	6148;13601	chr14	94404916	94405342	hsa-mir-4506	2	TCGA-KIRC;TCGA-KIRP	All_Hypermethylated
chr11_130542491_130542897	6895;10059;13543;17805;8983	chr11	130542491	130542897	hsa-mir-8052	5	TCGA-KIRC;TCGA-KIRP;TCGA-LIHC;TCGA-LUAD;TCGA-PCPG	All_Hypomethylated
chr3_195424838_195425033	11030;26598	chr3	195424838	195425033	hsa-mir-570	2	TCGA-KIRC;TCGA-LUSC	All_Hypomethylated
chr10_114043123_114043355	14851;18313;31869;18484	chr10	114043123	114043355	hsa-mir-6715a;hsa-mir-6715b	4	TCGA-KIRC;TCGA-LUSC;TCGA-READ;TCGA-UCEC	All_Hypomethylated
chr12_54422239_54422488	17703;9609	chr12	54422239	54422488	hsa-mir-615	2	TCGA-KIRC;TCGA-LUAD	All_Hypermethylated
chr5_31853945_31855477	23076;12428;11694;4147	chr5	31853945	31855477	hsa-mir-4279	4	TCGA-KIRC;TCGA-KIRP;TCGA-READ;TCGA-SKCM	All_Hypermethylated
chr3_38009911_38010838	426;768;529	chr3	38009911	38010838	hsa-mir-26a-1	3	TCGA-KIRP;TCGA-LUAD;TCGA-LUSC	All_Hypermethylated
chr19_50190825_50195112	1659;1841	chr19	50190825	50195112	hsa-mir-5088	2	TCGA-KIRP;TCGA-UCEC	All_Hypermethylated
chr10_24496598_24498095	2617;14257;2090	chr10	24496598	24498095	hsa-mir-603	3	TCGA-KIRP;TCGA-LUSC;TCGA-PCPG	All_Hypermethylated
chr2_28550422_28550531	3725;6976;9631	chr2	28550422	28550531	hsa-mir-4263	3	TCGA-KIRP;TCGA-PRAD;TCGA-UCEC	All_Hypermethylated
chr17_80187886_80190154	3894;2641	chr17	80187886	80190154	hsa-mir-6787	2	TCGA-KIRP;TCGA-PCPG	All_Hypomethylated
chr1_45082840_45083868	6027;3633	chr1	45082840	45083868	hsa-mir-5584	2	TCGA-KIRP;TCGA-LUAD	All_Hypermethylated
chr7_101936318_101936527	6060;11805	chr7	101936318	101936527	hsa-mir-4285	2	TCGA-KIRP;TCGA-PRAD	All_Hypermethylated
chr10_126839947_126841033	14626;14832;3617	chr10	126839947	126841033	hsa-mir-4296	3	TCGA-KIRP;TCGA-PRAD;TCGA-SARC	All_Hypermethylated
chr11_2153991_2156699	363;6085;5369;4790	chr11	2153991	2156699	hsa-mir-483	4	TCGA-LIHC;TCGA-PCPG;TCGA-READ;TCGA-UCEC	All_Hypomethylated
chr11_2187421_2191606	752;1472;1893;8816	chr11	2187421	2191606	hsa-mir-4686	4	TCGA-LIHC;TCGA-LUSC;TCGA-READ;TCGA-SARC	All_Hypomethylated
chr7_158342105_158343573	815;2418	chr7	158342105	158343573	hsa-mir-595	2	TCGA-LIHC;TCGA-SKCM	All_Hypomethylated
chr22_22901145_22902198	1001;2597;211	chr22	22901145	22902198	hsa-mir-5571;hsa-mir-650	3	TCGA-LIHC;TCGA-SKCM;TCGA-UCEC	All_Hypomethylated
chr19_54290011_54291194	1092;3181	chr19	54290011	54291194	hsa-mir-371a;hsa-mir-372;hsa-mir-371b	2	TCGA-LIHC;TCGA-SKCM	All_Hypomethylated
chr7_129414317_129414894	1302;3112;1868	chr7	129414317	129414894	hsa-mir-96;hsa-mir-183	3	TCGA-LIHC;TCGA-PCPG;TCGA-SARC	All_Hypomethylated
chr1_3157321_3159645	1738;4293	chr1	3157321	3159645	hsa-mir-4251	2	TCGA-LIHC;TCGA-UCEC	All_Hypomethylated
chr20_61867137_61867533	2497;3865;627	chr20	61867137	61867533	hsa-mir-3196	3	TCGA-LIHC;TCGA-PCPG;TCGA-SKCM	All_Hypomethylated
chr3_44154910_44155764	2728;12680	chr3	44154910	44155764	hsa-mir-138-1	2	TCGA-LIHC;TCGA-READ	All_Hypomethylated
chr7_151129122_151129313	2958;17301	chr7	151129122	151129313	hsa-mir-3907	2	TCGA-LIHC;TCGA-READ	All_Hypomethylated
chr11_1262175_1262890	3337;2373	chr11	1262175	1262890	hsa-mir-6744	2	TCGA-LIHC;TCGA-LUSC	All_Hypomethylated
chr18_33484837_33485594	3429;8069	chr18	33484837	33485594	hsa-mir-187;hsa-mir-3929	2	TCGA-LIHC;TCGA-READ	All_Hypomethylated
chr1_3099233_3104042	3444;9267	chr1	3099233	3104042	hsa-mir-4251	2	TCGA-LIHC;TCGA-UCEC	All_Hypomethylated
chr12_120151527_120152022	4789;9045;321	chr12	120151527	120152022	hsa-mir-1178	3	TCGA-LIHC;TCGA-PRAD;TCGA-STAD	All_Hypermethylated
chr19_54150900_54151440	5064;8725	chr19	54150900	54151440	hsa-mir-1283-1;hsa-mir-1323;hsa-mir-498;hsa-mir-512-1;hsa-mir-512-2;hsa-mir-515-1;hsa-mir-515-2;hsa-mir-519c;hsa-mir-519e;hsa-mir-520a;hsa-mir-520e;hsa-mir-520f;hsa-mir-519b;hsa-mir-526b	2	TCGA-LIHC;TCGA-SARC	All_Hypomethylated
chr11_2193034_2193742	6176;11572;1050;2555	chr11	2193034	2193742	hsa-mir-4686	4	TCGA-LIHC;TCGA-LUSC;TCGA-PCPG;TCGA-READ	All_Hypomethylated
chr1_3050837_3052175	6502;6112	chr1	3050837	3052175	hsa-mir-4251	2	TCGA-LIHC;TCGA-UCEC	All_Hypomethylated
chr17_77680078_77680232	9714;15626	chr17	77680078	77680232	hsa-mir-4739	2	TCGA-LIHC;TCGA-LUSC	All_Hypomethylated
chr11_119182576_119183296	10392;9241;25163	chr11	119182576	119183296	hsa-mir-6756	3	TCGA-LIHC;TCGA-PCPG;TCGA-READ	All_Hypomethylated
chr15_51571820_51572136	14148;7721	chr15	51571820	51572136	hsa-mir-4713;hsa-mir-7973-1;hsa-mir-7973-2	2	TCGA-LIHC;TCGA-SARC	All_Hypomethylated
chr1_3282449_3283488	14718;8900	chr1	3282449	3283488	hsa-mir-4251	2	TCGA-LIHC;TCGA-UCEC	All_Hypomethylated
chr2_75277363_75278194	15517;24661	chr2	75277363	75278194	hsa-mir-5000	2	TCGA-LIHC;TCGA-LUSC	All_Hypomethylated
chr19_54312855_54313004	18975;23818	chr19	54312855	54313004	hsa-mir-373	2	TCGA-LIHC;TCGA-UCEC	All_Hypomethylated
chr12_53448085_53448429	277;314	chr12	53448085	53448429	hsa-mir-6757	2	TCGA-LUAD;TCGA-LUSC	All_Hypomethylated
chr19_45259535_45261808	2289;8757	chr19	45259535	45261808	hsa-mir-8085	2	TCGA-LUSC;TCGA-SARC	All_Hypermethylated
chr4_37244839_37246827	2848;8109	chr4	37244839	37246827	hsa-mir-4801	2	TCGA-LUSC;TCGA-UCEC	All_Hypermethylated
chr13_98869706_98870144	3210;653	chr13	98869706	98870144	hsa-mir-3170	2	TCGA-LUSC;TCGA-STAD	All_Hypermethylated
