ProbeID	Chromosome	Start	End	Gene	TCGA-BRCA_Status	TCGA-LUSC_Status	Concordance
cg14432744	chr11	2150813	2150814	IGF2;INS-IGF2	Hypomethylated	Hypomethylated	Concordant
cg13670288	chr11	2155647	2155648	INS-IGF2	Hypermethylated	Hypomethylated	Discordant
cg08573687	chr11	2171811	2171812	MIR4686;TH	Hypermethylated	Hypomethylated	Discordant
cg25011257	chr11	2171957	2171958	MIR4686;TH	Hypermethylated	Hypomethylated	Discordant
cg21644468	chr11	2172063	2172064	MIR4686;TH	Hypermethylated	Hypomethylated	Discordant
cg27626334	chr11	2182456	2182457	NA	Hypermethylated	Hypomethylated	Discordant
cg07419975	chr11	2182585	2182586	NA	Hypermethylated	Hypomethylated	Discordant
cg01732465	chr11	2222705	2222706	NA	Hypermethylated	Hypomethylated	Discordant
cg06577223	chr11	2222725	2222726	NA	Hypermethylated	Hypomethylated	Discordant
cg08273740	chr11	2301705	2301706	C11orf21;TSPAN32	Hypomethylated	Hypomethylated	Concordant
cg19505827	chr11	2302229	2302230	C11orf21;TSPAN32	Hypomethylated	Hypomethylated	Concordant
cg00472277	chr11	2306525	2306526	TSPAN32	Hypermethylated	Hypermethylated	Concordant
cg07433154	chr11	2343266	2343267	CD81-AS1	Hypermethylated	Hypomethylated	Discordant
cg26141385	chr11	2346083	2346084	CD81-AS1	Hypomethylated	Hypomethylated	Concordant
cg04926280	chr11	2347407	2347408	CD81-AS1	Hypomethylated	Hypomethylated	Concordant
cg12121166	chr11	2355045	2355046	CD81-AS1	Hypomethylated	Hypomethylated	Concordant
cg10504000	chr11	2381161	2381162	CD81	Hypermethylated	Hypermethylated	Concordant
cg20321801	chr11	2383154	2383155	CD81	Hypermethylated	Hypermethylated	Concordant
cg25754143	chr11	2424086	2424087	TRPM5	Hypomethylated	Hypomethylated	Concordant
cg05955251	chr11	2426307	2426308	NA	Hypomethylated	Hypomethylated	Concordant
cg18016139	chr11	2449739	2449740	KCNQ1	Hypomethylated	Hypomethylated	Concordant
cg03170016	chr11	2460912	2460913	KCNQ1	Hypomethylated	Hypomethylated	Concordant
cg17291157	chr11	2461054	2461055	KCNQ1	Hypomethylated	Hypomethylated	Concordant
cg07210454	chr11	2461073	2461074	KCNQ1	Hypomethylated	Hypomethylated	Concordant
cg17035132	chr11	2482930	2482931	KCNQ1	Hypermethylated	Hypermethylated	Concordant
cg13536051	chr11	2572869	2572870	KCNQ1	Hypomethylated	Hypomethylated	Concordant
cg15782852	chr11	2721277	2721278	KCNQ1	Hypomethylated	Hypomethylated	Concordant
cg16811455	chr11	2721323	2721324	KCNQ1	Hypomethylated	Hypomethylated	Concordant
cg13579167	chr11	2751622	2751623	KCNQ1	Hypomethylated	Hypomethylated	Concordant
cg11585942	chr11	2753526	2753527	KCNQ1	Hypomethylated	Hypomethylated	Concordant
cg15467785	chr11	2762547	2762548	KCNQ1	Hypomethylated	Hypomethylated	Concordant
cg23750514	chr11	2769188	2769189	KCNQ1	Hypomethylated	Hypomethylated	Concordant
cg21752270	chr11	2792298	2792299	KCNQ1	Hypomethylated	Hypomethylated	Concordant
cg03197835	chr11	2814766	2814767	KCNQ1	Hypomethylated	Hypomethylated	Concordant
cg13859639	chr11	2825486	2825487	KCNQ1	Hypermethylated	Hypermethylated	Concordant
cg17416793	chr11	2825702	2825703	KCNQ1	Hypermethylated	Hypermethylated	Concordant
cg17333973	chr11	2825789	2825790	KCNQ1	Hypermethylated	Hypermethylated	Concordant
cg12616935	chr11	2851628	2851629	KCNQ1-AS1	Hypomethylated	Hypomethylated	Concordant
cg12764221	chr11	2862468	2862469	KCNQ1-AS1	Hypermethylated	Hypermethylated	Concordant
cg27223805	chr11	2868386	2868387	NA	Hypermethylated	Hypomethylated	Discordant
cg01923099	chr11	2868645	2868646	KCNQ1DN	Hypomethylated	Hypomethylated	Concordant
cg26601317	chr11	2869345	2869346	KCNQ1DN	Hypermethylated	Hypermethylated	Concordant
cg26457809	chr11	2869387	2869388	KCNQ1DN	Hypermethylated	Hypermethylated	Concordant
cg20250981	chr11	2869414	2869415	KCNQ1DN	Hypermethylated	Hypermethylated	Concordant
cg02646491	chr11	2869480	2869481	KCNQ1DN	Hypermethylated	Hypermethylated	Concordant
cg09554951	chr11	2869495	2869496	KCNQ1DN	Hypermethylated	Hypermethylated	Concordant
cg05090695	chr11	2886440	2886441	CDKN1C	Hypermethylated	Hypermethylated	Concordant
cg11744767	chr11	2886442	2886443	CDKN1C	Hypermethylated	Hypermethylated	Concordant
cg05559445	chr11	2886444	2886445	CDKN1C	Hypermethylated	Hypermethylated	Concordant
cg12563184	chr11	2901261	2901262	SLC22A18;SLC22A18AS	Hypermethylated	Hypomethylated	Discordant
cg09198782	chr11	2901532	2901533	SLC22A18;SLC22A18AS	Hypermethylated	Hypomethylated	Discordant
cg12911952	chr11	2903293	2903294	SLC22A18;SLC22A18AS	Hypomethylated	Hypomethylated	Concordant
cg15729154	chr11	2903796	2903797	SLC22A18;SLC22A18AS	Hypomethylated	Hypomethylated	Concordant
cg26137286	chr11	2904404	2904405	SLC22A18;SLC22A18AS	Hypomethylated	Hypomethylated	Concordant
cg02390725	chr11	2904538	2904539	SLC22A18;SLC22A18AS	Hypomethylated	Hypomethylated	Concordant
cg16530128	chr11	2904721	2904722	SLC22A18;SLC22A18AS	Hypomethylated	Hypomethylated	Concordant
cg08827700	chr11	2904739	2904740	SLC22A18;SLC22A18AS	Hypomethylated	Hypomethylated	Concordant
cg22858288	chr11	2909092	2909093	SLC22A18	Hypermethylated	Hypermethylated	Concordant
cg04726200	chr11	2909255	2909256	SLC22A18	Hypermethylated	Hypermethylated	Concordant
cg19497444	chr11	2909564	2909565	SLC22A18	Hypermethylated	Hypermethylated	Concordant
cg05167973	chr11	2928316	2928317	PHLDA2	Hypomethylated	Hypomethylated	Concordant
cg11201177	chr11	2940575	2940576	NA	Hypomethylated	Hypomethylated	Concordant
cg15569292	chr11	3000775	3000776	NA	Hypomethylated	Hypomethylated	Concordant
cg08731067	chr11	3143401	3143402	OSBPL5	Hypermethylated	Hypomethylated	Discordant
cg24931954	chr11	3143621	3143622	OSBPL5	Hypermethylated	Hypomethylated	Discordant
cg14183540	chr11	3153777	3153778	OSBPL5	Hypermethylated	Hypermethylated	Concordant
cg14488317	chr11	3160216	3160217	OSBPL5	Hypermethylated	Hypermethylated	Concordant
cg13634736	chr11	3160345	3160346	OSBPL5	Hypermethylated	Hypermethylated	Concordant
cg22074576	chr11	3160496	3160497	OSBPL5	Hypermethylated	Hypermethylated	Concordant
cg11678461	chr11	3160592	3160593	OSBPL5	Hypermethylated	Hypermethylated	Concordant
cg16129132	chr11	3160889	3160890	OSBPL5	Hypermethylated	Hypermethylated	Concordant
cg26391219	chr11	3167977	3167978	OSBPL5	Hypomethylated	Hypomethylated	Concordant
cg06468133	chr11	3223211	3223212	NA	Hypomethylated	Hypomethylated	Concordant
cg25845326	chr11	3228559	3228560	AC109309.4;MRGPRE	Hypomethylated	Hypomethylated	Concordant
cg09115216	chr11	3229535	3229536	AC109309.4;MRGPRE	Hypomethylated	Hypomethylated	Concordant
cg14979593	chr11	3809141	3809142	PGAP2	Hypomethylated	Hypomethylated	Concordant
cg14849140	chr11	3989522	3989523	RP11-438N5.2;STIM1	Hypermethylated	Hypermethylated	Concordant
cg13889085	chr11	4368178	4368179	OR52B4	Hypomethylated	Hypomethylated	Concordant
cg00013006	chr11	4368626	4368627	OR52B4	Hypomethylated	Hypomethylated	Concordant
cg00423185	chr11	4489136	4489137	OR52K1	Hypomethylated	Hypomethylated	Concordant
cg03067903	chr11	4585402	4585403	OR52I2	Hypomethylated	Hypomethylated	Concordant
cg01003390	chr11	4639977	4639978	OR51D1	Hypomethylated	Hypomethylated	Concordant
cg05083067	chr11	4640105	4640106	OR51D1	Hypomethylated	Hypomethylated	Concordant
cg27183113	chr11	4643772	4643773	OR51E1	Hypomethylated	Hypomethylated	Concordant
cg24412714	chr11	4645182	4645183	OR51E1	Hypomethylated	Hypomethylated	Concordant
cg23632744	chr11	4653123	4653124	OR51E1	Hypomethylated	Hypomethylated	Concordant
cg19779605	chr11	4682323	4682324	OR51E2	Hypomethylated	Hypomethylated	Concordant
cg23313445	chr11	4771042	4771043	MMP26;OR51F1	Hypomethylated	Hypomethylated	Concordant
cg01008164	chr11	4804002	4804003	MMP26;OR52R1	Hypomethylated	Hypomethylated	Concordant
cg19250571	chr11	4848733	4848734	MMP26;OR51S1	Hypomethylated	Hypomethylated	Concordant
cg06977987	chr11	4881234	4881235	MMP26;OR51T1	Hypomethylated	Hypomethylated	Concordant
cg06675455	chr11	4881261	4881262	MMP26;OR51T1	Hypomethylated	Hypomethylated	Concordant
cg00467296	chr11	4907530	4907531	MMP26;OR51A7	Hypomethylated	Hypomethylated	Concordant
cg05004506	chr11	4924192	4924193	MMP26;OR51G1	Hypomethylated	Hypomethylated	Concordant
cg02940362	chr11	4987971	4987972	MMP26	Hypomethylated	Hypomethylated	Concordant
cg12493906	chr11	4988081	4988082	MMP26	Hypomethylated	Hypomethylated	Concordant
cg06866232	chr11	4999352	4999353	OR51L1	Hypomethylated	Hypomethylated	Concordant
cg26922007	chr11	5059222	5059223	OR52E2	Hypomethylated	Hypomethylated	Concordant
cg16698575	chr11	5200309	5200310	OR51V1	Hypomethylated	Hypomethylated	Concordant
cg18764164	chr11	5227196	5227197	HBB	Hypomethylated	Hypomethylated	Concordant
cg05133853	chr11	5243778	5243779	HBBP1	Hypomethylated	Hypomethylated	Concordant
cg06353345	chr11	5301746	5301747	HBE1;HBG2;OR51B4	Hypomethylated	Hypomethylated	Concordant
cg00423453	chr11	5351714	5351715	AC104389.28;HBE1;HBG2;OR51B6	Hypomethylated	Hypomethylated	Concordant
cg18450930	chr11	5422993	5422994	AC104389.28;HBE1;HBG2;OR51Q1	Hypomethylated	Hypomethylated	Concordant
cg04874562	chr11	5441310	5441311	AC104389.28;HBE1;HBG2;OR51I1	Hypomethylated	Hypomethylated	Concordant
cg11640920	chr11	5453735	5453736	AC104389.28;HBE1;HBG2;OR51I2	Hypomethylated	Hypomethylated	Concordant
cg24832498	chr11	5507439	5507440	HBG2;UBQLN3	Hypomethylated	Hypomethylated	Concordant
cg01369413	chr11	5509314	5509315	HBG2;UBQLN3	Hypomethylated	Hypomethylated	Concordant
cg15541062	chr11	5509969	5509970	HBG2;UBQLN3	Hypomethylated	Hypomethylated	Concordant
cg24229750	chr11	5510053	5510054	HBG2;UBQLN3	Hypomethylated	Hypomethylated	Concordant
cg10116178	chr11	5516970	5516971	HBG2;UBQLNL	Hypomethylated	Hypomethylated	Concordant
cg01389283	chr11	5518142	5518143	HBG2;UBQLNL	Hypomethylated	Hypomethylated	Concordant
cg07507114	chr11	5545231	5545232	HBG2;OR52H1	Hypomethylated	Hypomethylated	Concordant
cg14486463	chr11	5580797	5580798	AC015691.13;HBG2;OR52B6	Hypomethylated	Hypomethylated	Concordant
cg12060123	chr11	5646976	5646977	HBG2	Hypomethylated	Hypomethylated	Concordant
cg23553368	chr11	5929568	5929569	TRIM5	Hypomethylated	Hypomethylated	Concordant
cg24799795	chr11	5938428	5938429	AC025016.1;TRIM5	Hypomethylated	Hypomethylated	Concordant
cg16712155	chr11	5986019	5986020	OR52L1	Hypomethylated	Hypomethylated	Concordant
cg04058498	chr11	6003524	6003525	OR56A4	Hypomethylated	Hypomethylated	Concordant
cg12415917	chr11	6026687	6026688	OR56A1	Hypomethylated	Hypomethylated	Concordant
cg25678587	chr11	6108178	6108179	OR56B4;RP11-290F24.3	Hypomethylated	Hypomethylated	Concordant
cg10092198	chr11	6108318	6108319	OR56B4;RP11-290F24.3	Hypomethylated	Hypomethylated	Concordant
cg19270623	chr11	6237863	6237864	CNGA4	Hypomethylated	Hypomethylated	Concordant
cg05565708	chr11	6238148	6238149	CNGA4	Hypomethylated	Hypomethylated	Concordant
cg25541544	chr11	6240368	6240369	CNGA4	Hypomethylated	Hypomethylated	Concordant
cg09969989	chr11	6240386	6240387	CNGA4	Hypomethylated	Hypomethylated	Concordant
cg05757894	chr11	6240541	6240542	CNGA4	Hypomethylated	Hypomethylated	Concordant
cg02024466	chr11	6256045	6256046	NA	Hypomethylated	Hypomethylated	Concordant
cg08101193	chr11	6269721	6269722	CCKBR	Hypomethylated	Hypomethylated	Concordant
cg04488853	chr11	6272058	6272059	CCKBR	Hypomethylated	Hypomethylated	Concordant
cg08432559	chr11	6272794	6272795	NA	Hypomethylated	Hypomethylated	Concordant
cg12229151	chr11	6319053	6319054	CAVIN3	Hypermethylated	Hypermethylated	Concordant
cg16776065	chr11	6319256	6319257	CAVIN3	Hypermethylated	Hypermethylated	Concordant
cg04333575	chr11	6319660	6319661	CAVIN3	Hypermethylated	Hypermethylated	Concordant
cg18959478	chr11	6320119	6320120	CAVIN3	Hypermethylated	Hypermethylated	Concordant
cg18392783	chr11	6320121	6320122	CAVIN3	Hypermethylated	Hypermethylated	Concordant
cg20938665	chr11	6320612	6320613	CAVIN3	Hypermethylated	Hypermethylated	Concordant
cg15202102	chr11	6320637	6320638	CAVIN3	Hypermethylated	Hypermethylated	Concordant
cg26678920	chr11	6320658	6320659	CAVIN3	Hypermethylated	Hypermethylated	Concordant
cg05628549	chr11	6320665	6320666	CAVIN3	Hypermethylated	Hypermethylated	Concordant
cg10064871	chr11	6320678	6320679	CAVIN3	Hypermethylated	Hypermethylated	Concordant
cg12755421	chr11	6320984	6320985	CAVIN3	Hypermethylated	Hypomethylated	Discordant
cg12479098	chr11	6321001	6321002	CAVIN3	Hypermethylated	Hypomethylated	Discordant
cg25869889	chr11	6415234	6415235	APBB1	Hypomethylated	Hypomethylated	Concordant
cg26120958	chr11	6418576	6418577	APBB1	Hypermethylated	Hypermethylated	Concordant
cg21500354	chr11	6497101	6497102	DNHD1;TIMM10B	Hypermethylated	Hypermethylated	Concordant
cg04292941	chr11	6497255	6497256	DNHD1;TIMM10B	Hypermethylated	Hypermethylated	Concordant
cg16322014	chr11	6497329	6497330	DNHD1;TIMM10B	Hypermethylated	Hypermethylated	Concordant
cg22908616	chr11	6497347	6497348	DNHD1;TIMM10B	Hypermethylated	Hypermethylated	Concordant
cg24637308	chr11	6571067	6571068	DNHD1	Hypermethylated	Hypermethylated	Concordant
cg15511120	chr11	6576889	6576890	DNHD1	Hypermethylated	Hypermethylated	Concordant
cg10292915	chr11	6769537	6769538	OR2AG2	Hypomethylated	Hypomethylated	Concordant
cg23951114	chr11	6769543	6769544	OR2AG2	Hypomethylated	Hypomethylated	Concordant
cg09577324	chr11	6869629	6869630	OR10A2	Hypomethylated	Hypomethylated	Concordant
cg04456892	chr11	6877014	6877015	OR10A4	Hypomethylated	Hypomethylated	Concordant
cg22096450	chr11	6926542	6926543	ZNF215	Hypermethylated	Hypermethylated	Concordant
cg11269103	chr11	6954992	6954993	ZNF215	Hypomethylated	Hypomethylated	Concordant
cg06200514	chr11	7031008	7031009	NLRP14	Hypomethylated	Hypomethylated	Concordant
cg20883730	chr11	7031309	7031310	NLRP14	Hypomethylated	Hypomethylated	Concordant
cg18241967	chr11	7077241	7077242	NA	Hypomethylated	Hypomethylated	Concordant
cg11545887	chr11	7088963	7088964	RBMXL2	Hypermethylated	Hypermethylated	Concordant
cg20838586	chr11	7088965	7088966	RBMXL2	Hypermethylated	Hypermethylated	Concordant
cg24266651	chr11	7485424	7485425	CTD-2516F10.2;OLFML1	Hypermethylated	Hypermethylated	Concordant
cg06714705	chr11	7485709	7485710	CTD-2516F10.2;OLFML1	Hypermethylated	Hypermethylated	Concordant
cg14838970	chr11	7512586	7512587	CTD-2516F10.2;PPFIBP2	Hypermethylated	Hypomethylated	Discordant
cg16472904	chr11	7576171	7576172	PPFIBP2	Hypomethylated	Hypomethylated	Concordant
cg01607369	chr11	7577442	7577443	PPFIBP2	Hypermethylated	Hypermethylated	Concordant
cg08835992	chr11	7848857	7848858	OR5E1P;RP11-35J10.5;RP11-494M8.4	Hypomethylated	Hypomethylated	Concordant
cg09140665	chr11	7939352	7939353	OR10A3	Hypomethylated	Hypomethylated	Concordant
cg03975156	chr11	7939969	7939970	OR10A3	Hypomethylated	Hypomethylated	Concordant
cg06834698	chr11	7940438	7940439	OR10A3	Hypomethylated	Hypomethylated	Concordant
cg06118609	chr11	7961159	7961160	NLRP10	Hypomethylated	Hypomethylated	Concordant
cg18484189	chr11	7963426	7963427	NLRP10	Hypomethylated	Hypomethylated	Concordant
cg20311730	chr11	7963636	7963637	NLRP10	Hypomethylated	Hypomethylated	Concordant
cg16993015	chr11	7984596	7984597	EIF3F	Hypomethylated	Hypomethylated	Concordant
cg17090237	chr11	8038676	8038677	RP11-236J17.6;TUB	Hypomethylated	Hypomethylated	Concordant
cg05492113	chr11	8038785	8038786	RP11-236J17.6;TUB	Hypomethylated	Hypomethylated	Concordant
cg14266722	chr11	8038921	8038922	RP11-236J17.6;TUB	Hypomethylated	Hypomethylated	Concordant
cg08383315	chr11	8169018	8169019	RIC3;RP11-379P15.1	Hypermethylated	Hypermethylated	Concordant
cg14784922	chr11	8178424	8178425	RP11-379P15.1	Hypomethylated	Hypomethylated	Concordant
cg16311302	chr11	8206600	8206601	NA	Hypomethylated	Hypermethylated	Discordant
cg01434559	chr11	8269392	8269393	LMO1	Hypermethylated	Hypermethylated	Concordant
cg20039048	chr11	8283755	8283756	NA	Hypermethylated	Hypermethylated	Concordant
cg04027043	chr11	8357244	8357245	NA	Hypermethylated	Hypermethylated	Concordant
cg25169706	chr11	8727517	8727518	ST5	Hypomethylated	Hypermethylated	Discordant
cg03980550	chr11	8732823	8732824	ST5	Hypermethylated	Hypermethylated	Concordant
cg17638841	chr11	8811270	8811271	ST5	Hypermethylated	Hypomethylated	Discordant
cg13736131	chr11	8811360	8811361	ST5	Hypermethylated	Hypomethylated	Discordant
cg17213154	chr11	8811409	8811410	ST5	Hypermethylated	Hypomethylated	Discordant
cg22989033	chr11	8811548	8811549	ST5	Hypermethylated	Hypomethylated	Discordant
cg24654028	chr11	8832935	8832936	ST5	Hypermethylated	Hypomethylated	Discordant
cg18529958	chr11	8914888	8914889	AKIP1	Hypermethylated	Hypermethylated	Concordant
cg12365402	chr11	8988945	8988946	NRIP3	Hypomethylated	Hypomethylated	Concordant
cg12782992	chr11	9004508	9004509	NRIP3;RP11-467K18.2	Hypermethylated	Hypermethylated	Concordant
cg23744638	chr11	10302355	10302356	NA	Hypermethylated	Hypermethylated	Concordant
cg21121257	chr11	10394680	10394681	AMPD3	Hypomethylated	Hypermethylated	Discordant
cg02082273	chr11	10451491	10451492	AMPD3	Hypomethylated	Hypomethylated	Concordant
cg19132462	chr11	10455061	10455062	AMPD3	Hypomethylated	Hypomethylated	Concordant
cg18010131	chr11	10455073	10455074	AMPD3	Hypomethylated	Hypomethylated	Concordant
cg07329251	chr11	10455115	10455116	AMPD3	Hypomethylated	Hypomethylated	Concordant
cg12407978	chr11	10568612	10568613	LYVE1;MRVI1-AS1	Hypermethylated	Hypermethylated	Concordant
cg17542333	chr11	10652297	10652298	MRVI1	Hypomethylated	Hypermethylated	Discordant
cg02056325	chr11	11065781	11065782	NA	Hypomethylated	Hypomethylated	Concordant
cg20438286	chr11	11349904	11349905	GALNT18	Hypermethylated	Hypermethylated	Concordant
cg05527856	chr11	11581649	11581650	GALNT18	Hypermethylated	Hypermethylated	Concordant
cg12511310	chr11	11608231	11608232	GALNT18	Hypomethylated	Hypomethylated	Concordant
cg26698819	chr11	11629960	11629961	NA	Hypomethylated	Hypomethylated	Concordant
cg26446832	chr11	11994148	11994149	DKK3	Hypomethylated	Hypomethylated	Concordant
cg03860250	chr11	12118592	12118593	MICAL2	Hypermethylated	Hypomethylated	Discordant
cg00286773	chr11	12185902	12185903	MICAL2	Hypermethylated	Hypermethylated	Concordant
cg14081744	chr11	12248739	12248740	MICAL2	Hypomethylated	Hypomethylated	Concordant
cg09412882	chr11	12250154	12250155	MICAL2	Hypomethylated	Hypomethylated	Concordant
cg26158270	chr11	12288075	12288076	MICALCL	Hypermethylated	Hypomethylated	Discordant
cg09868111	chr11	12518064	12518065	PARVA	Hypomethylated	Hypomethylated	Concordant
cg06716698	chr11	12686048	12686049	TEAD1	Hypomethylated	Hypomethylated	Concordant
cg06829681	chr11	12845906	12845907	TEAD1	Hypermethylated	Hypomethylated	Discordant
cg04844534	chr11	13052357	13052358	NA	Hypomethylated	Hypomethylated	Concordant
cg15603424	chr11	13279045	13279046	ARNTL	Hypermethylated	Hypermethylated	Concordant
cg12537728	chr11	13288049	13288050	ARNTL	Hypomethylated	Hypomethylated	Concordant
cg09191626	chr11	13962439	13962440	SPON1	Hypermethylated	Hypermethylated	Concordant
cg12581592	chr11	13962496	13962497	SPON1	Hypermethylated	Hypermethylated	Concordant
cg20693209	chr11	13962520	13962521	SPON1	Hypermethylated	Hypermethylated	Concordant
cg02994974	chr11	13962997	13962998	SPON1	Hypermethylated	Hypermethylated	Concordant
cg00609834	chr11	13963049	13963050	SPON1	Hypermethylated	Hypermethylated	Concordant
cg24304093	chr11	14905192	14905193	CALCB	Hypermethylated	Hypermethylated	Concordant
cg14768245	chr11	14905234	14905235	CALCB	Hypermethylated	Hypermethylated	Concordant
cg03486485	chr11	14905458	14905459	CALCB	Hypermethylated	Hypermethylated	Concordant
cg25783352	chr11	14971963	14971964	CALCA;CALCB	Hypermethylated	Hypermethylated	Concordant
cg06295856	chr11	14972096	14972097	CALCA;CALCB	Hypermethylated	Hypermethylated	Concordant
cg09068492	chr11	14972112	14972113	CALCA;CALCB	Hypermethylated	Hypermethylated	Concordant
cg22183706	chr11	14972272	14972273	CALCA;CALCB	Hypermethylated	Hypermethylated	Concordant
cg27413462	chr11	14972320	14972321	CALCA;CALCB	Hypermethylated	Hypermethylated	Concordant
